"year","latitude","longitude","elevation","avg_temp"
"1991",33.63166,-116.16412,-36,86.8333333333333
"1991",33.66667,-117.73333,117,71.4333333333333
"1991",33.6667,-116.7667,1499.6,68.5333333333333
"1991",33.686,-117.3458,386.5,75.8333333333333
"1991",33.7,-117.83333,17.1,70.7
"1991",33.7025,-117.75389,71.6,68.7333333333333
"1991",33.7044,-115.6289,417.6,84.6333333333333
"1991",33.7086,-116.2152,-6.4,86.65
"1991",33.7155,-117.19,432.8,75.4
"1991",33.7442,-117.8667,41.1,69.5
"1991",33.7572,-116.7066,1639.8,63.7
"1991",33.7781,-117.085,646.2,71.5
"1991",33.7965,-116.9753,464.8,75.3333333333333
"1991",33.8016,-118.3419,27.4,66.4666666666667
"1991",33.80807,-115.45138,296.6,89.3666666666667
"1991",33.81177,-118.14718,10.2,69.4666666666667
"1991",33.8275,-116.5097,129.5,88
"1991",33.8647,-117.8425,70.7,70.7333333333333
"1991",33.9255,-116.9903,789.7,72.4
"1991",33.93816,-118.3866,29.7,66.6
"1991",33.9511,-117.388,256,74.8
"1991",33.96694,-117.36139,300.5,73.2333333333333
"1991",33.9778,-120.0778,395.6,54.6333333333333
"1991",33.9958,-119.7222,76.2,57.8
"1991",34.005,-118.4139,28,69.5333333333333
"1991",34.0075,-118.49972,4.3,63.3
"1991",34.0191,-118.1052,75,75.6
"1991",34.037,-117.1948,429.8,74.1666666666667
"1991",34.0608,-114.7322,249.9,89.4333333333333
"1991",34.0678,-118.2417,115.2,70.4
"1991",34.0697,-118.4427,131.1,65.6333333333333
"1991",34.0816,-117.7658,304.5,69.95
"1991",34.0842,-118.1003,110.6,72.6333333333333
"1991",34.1233,-116.4078,993.6,78.55
"1991",34.12407,-119.12281,3.8,63.8333333333333
"1991",34.128,-116.0369,602,84.1
"1991",34.13444,-117.25389,347.5,73.3333333333333
"1991",34.1472,-115.1219,281,89.2
"1991",34.1483,-118.1447,263.3,72.3
"1991",34.1547,-114.2908,128,88.4666666666667
"1991",34.1819,-118.5744,240.8,72.8
"1991",34.1866,-118.348,199.6,73.9
"1991",34.19806,-119.17528,14.9,64.2
"1991",34.2069,-117.7606,792.5,68.9666666666667
"1991",34.2211,-117.4044,627,71.2
"1991",34.2308,-118.0711,1740.4,66.85
"1991",34.243,-116.917,2058.3,60.3
"1991",34.2466,-117.1883,1586.5,64.3333333333333
"1991",34.28964,-114.17137,224.9,91.3
"1991",34.3317,-118.0303,1661.2,66.9333333333333
"1991",34.36667,-118.56667,426.7,71.2666666666667
"1991",34.3903,-118.0825,1530.4,73.2
"1991",34.4167,-119.6844,4.9,63.2333333333333
"1991",34.4241,-119.84249,2.5,63.3
"1991",34.4477,-119.2275,227.1,68.2333333333333
"1991",34.4833,-118.6,323.1,69.7666666666667
"1991",34.52527,-117.29638,850.1,75.5333333333333
"1991",34.58223,-119.98159,240.5,65.5666666666667
"1991",34.5883,-118.0938,796.1,78.1666666666667
"1991",34.5891,-117.6302,899.2,75.6666666666667
"1991",34.5958,-118.5786,1502.7,69.8
"1991",34.6538,-120.4513,22.9,63.6666666666667
"1991",34.705,-118.4297,932.7,74.0666666666667
"1991",34.74121,-118.21255,712.6,76.9666666666667
"1991",34.74361,-118.72528,1374.6,70
"1991",34.76783,-114.61842,270.6,91.9666666666667
"1991",34.8333,-119.3667,189,66.7
"1991",34.85371,-116.78702,584.8,85.0666666666667
"1991",34.8927,-117.0219,676.7,83.85
"1991",34.89403,-120.45216,74.2,61.7666666666667
"1991",34.9436,-115.5469,1325.9,77.6333333333333
"1991",34.9455,-119.6827,658.4,71.4333333333333
"1991",34.988,-120.3211,177.4,64.2666666666667
"1991",35.0233,-118.7497,434.3,77.6666666666667
"1991",35.0492,-118.1619,833.6,80
"1991",35.0531,-116.0794,289.6,89.5
"1991",35.08333,-119.38333,205.7,81.2666666666667
"1991",35.13333,-118.45,1224.4,68.7333333333333
"1991",35.1597,-120.683,11.9,60.6333333333333
"1991",35.3056,-120.6619,93.9,63.7666666666667
"1991",35.367,-120.8447,36,56.2
"1991",35.3692,-117.6525,1088.1,78.9333333333333
"1991",35.3811,-120.1875,496.8,68.4
"1991",35.4028,-119.47,68.6,78.5666666666667
"1991",35.43424,-119.05524,149.3,80.0333333333333
"1991",35.5892,-119.352,88.7,78.8333333333333
"1991",35.6277,-120.6855,222.5,69.1
"1991",35.6513,-117.8213,740.7,79.85
"1991",35.6564,-120.9242,303,67.1
"1991",35.66936,-120.62918,249.8,70.4333333333333
"1991",35.686254,-117.690911,680,82.3333333333333
"1991",35.7269,-118.7006,957.1,67.4666666666667
"1991",35.7636,-117.3908,516.6,86.1666666666667
"1991",35.7831,-118.4389,823.9,77.8
"1991",35.8922,-118.915,64,77.2333333333333
"1991",35.8989,-120.4319,467.9,71.7
"1991",36.0333,-120.0569,246.9,79.1666666666667
"1991",36.06778,-119.02,119.8,79.1666666666667
"1991",36.0975,-119.5817,61,73.3
"1991",36.1203,-117.0878,2097,69.4
"1991",36.1356,-120.3606,204.2,80.7333333333333
"1991",36.1388,-117.9527,1165.9,76.7333333333333
"1991",36.18833,-120.69528,701,67.5666666666667
"1991",36.2032,-119.0545,132.6,76.75
"1991",36.2069,-121.1377,97.5,66.8666666666667
"1991",36.26556,-117.18528,1249.7,76.7
"1991",36.3158,-119.637,72.2,75.5
"1991",36.32833,-119.2997,92.4,77.2333333333333
"1991",36.33333,-119.95,70.7,78.7
"1991",36.3469,-121.5108,682.8,66.1
"1991",36.3642,-120.1561,86.9,76.8
"1991",36.3817,-119.0264,156.4,77.7333333333333
"1991",36.3825,-120.8558,1137.8,70.2
"1991",36.46263,-116.8672,-59.1,96.0333333333333
"1991",36.465,-118.8619,347.5,78.5
"1991",36.4819,-121.1822,398.4,69.6333333333333
"1991",36.4914,-118.8253,520.6,79.3333333333333
"1991",36.5625,-117.4736,2097,66.6
"1991",36.5672,-118.9556,1240.2,74.6
"1991",36.5927,-121.8555,37.2,59.4
